task_id,system,run_idx,category,paraphrase_group,expected_agents,actual_agents,expected_sequence,actual_sequence,agent_precision,agent_recall,agent_f1,weighted_precision,weighted_recall,weighted_f1,sequence_accuracy,fact_coverage,task_success,judge_overall,judge_consistency,judge_completeness,judge_groundedness,judge_actionability,judge_task_success,numerical_accuracy,hallucination_rate,n_claims_scored,total_latency_ms,agent_exec_sum_ms,reasoning_overhead_ms,overhead_ratio,mapping_latency_ms,tokens,steps_completed,error,answer_chars
anomaly_01_a,orchestrator,0,anomaly,spikes_1001_july,anomaly_detection_agent,anomaly_detection_agent,anomaly_detection_agent,anomaly_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,,,0,18058,391,17667,0.978,0,0,1,,1756
anomaly_01_a,orchestrator,1,anomaly,spikes_1001_july,anomaly_detection_agent,anomaly_detection_agent,anomaly_detection_agent,anomaly_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,,,0,9952,341,9611,0.966,0,0,1,,1661
anomaly_01_b,orchestrator,0,anomaly,spikes_1001_july,anomaly_detection_agent,anomaly_detection_agent|weather_context_agent,anomaly_detection_agent,anomaly_detection_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,0.667,1,5.0,5,5,5,5,True,,,0,14245,1108,13137,0.922,0,0,2,,1479
anomaly_01_b,orchestrator,1,anomaly,spikes_1001_july,anomaly_detection_agent,anomaly_detection_agent|weather_context_agent,anomaly_detection_agent,anomaly_detection_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,,,0,12181,782,11399,0.936,0,0,2,,1511
anomaly_01_c,orchestrator,0,anomaly,spikes_1001_july,anomaly_detection_agent,anomaly_detection_agent,anomaly_detection_agent,anomaly_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,,,0,8257,319,7938,0.961,0,0,1,,1894
anomaly_01_c,orchestrator,1,anomaly,spikes_1001_july,anomaly_detection_agent,anomaly_detection_agent,anomaly_detection_agent,anomaly_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,,,0,8239,319,7920,0.961,0,0,1,,1899
anomaly_02,orchestrator,0,anomaly,anomaly_1002,anomaly_detection_agent,anomaly_detection_agent|weather_context_agent|customer_lookup_agent,anomaly_detection_agent,anomaly_detection_agent|weather_context_agent|customer_lookup_agent,0.333,1.0,0.5,0.625,1.0,0.769,1.0,1.0,1,5.0,5,5,5,5,True,0.143,0.857,7,37884,23804,14080,0.372,0,0,3,,2854
anomaly_02,orchestrator,1,anomaly,anomaly_1002,anomaly_detection_agent,anomaly_detection_agent|weather_context_agent|outage_detection_agent,anomaly_detection_agent,anomaly_detection_agent|weather_context_agent|outage_detection_agent,0.333,1.0,0.5,0.625,1.0,0.769,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,1,17046,1069,15977,0.937,0,0,3,,2469
outage_01_a,orchestrator,0,outage,outage_1002_july,outage_detection_agent,outage_detection_agent,outage_detection_agent,outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,2,10037,399,9638,0.96,0,0,1,,1174
outage_01_a,orchestrator,1,outage,outage_1002_july,outage_detection_agent,outage_detection_agent,outage_detection_agent,outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,2,9847,350,9497,0.964,0,0,1,,911
outage_01_b,orchestrator,0,outage,outage_1002_july,outage_detection_agent,outage_detection_agent,outage_detection_agent,outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2.25,5,1,1,2,False,,,0,5296,408,4888,0.923,0,0,0,,158
outage_01_b,orchestrator,1,outage,outage_1002_july,outage_detection_agent,outage_detection_agent,outage_detection_agent,outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2.25,5,1,1,2,False,,,0,4325,258,4067,0.94,0,0,0,,158
outage_01_c,orchestrator,0,outage,outage_1002_july,outage_detection_agent,outage_detection_agent,outage_detection_agent,outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,1,9190,269,8921,0.971,0,0,1,,754
outage_01_c,orchestrator,1,outage,outage_1002_july,outage_detection_agent,outage_detection_agent,outage_detection_agent,outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,1,12369,379,11990,0.969,0,0,1,,794
outage_02,orchestrator,0,outage,outage_1001,outage_detection_agent,outage_detection_agent,outage_detection_agent,outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2.25,5,1,1,2,False,,,0,4922,259,4663,0.947,0,0,0,,158
outage_02,orchestrator,1,outage,outage_1001,outage_detection_agent,outage_detection_agent,outage_detection_agent,outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2.25,5,1,1,2,False,,,0,5547,360,5187,0.935,0,0,0,,158
weather_01_a,orchestrator,0,weather,weather_explains_1001,weather_context_agent,anomaly_detection_agent|weather_context_agent,weather_context_agent,anomaly_detection_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,,,0,18263,1205,17058,0.934,0,0,2,,2026
weather_01_a,orchestrator,1,weather,weather_explains_1001,weather_context_agent,anomaly_detection_agent|weather_context_agent,weather_context_agent,anomaly_detection_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,,,0,39670,787,38883,0.98,0,0,2,,2337
weather_01_b,orchestrator,0,weather,weather_explains_1001,weather_context_agent,weather_context_agent|anomaly_detection_agent|billing_agent,weather_context_agent,weather_context_agent|anomaly_detection_agent|billing_agent,0.333,1.0,0.5,0.625,1.0,0.769,1.0,1.0,1,5.0,5,5,5,5,True,0.8,0.2,5,16457,3598,12859,0.781,0,0,3,,1503
weather_01_b,orchestrator,1,weather,weather_explains_1001,weather_context_agent,weather_context_agent|anomaly_detection_agent|billing_agent,weather_context_agent,weather_context_agent|anomaly_detection_agent|billing_agent,0.333,1.0,0.5,0.625,1.0,0.769,1.0,1.0,1,5.0,5,5,5,5,True,0.636,0.364,11,14822,3231,11591,0.782,0,0,3,,1779
weather_01_c,orchestrator,0,weather,weather_explains_1001,weather_context_agent,anomaly_detection_agent|weather_context_agent,weather_context_agent,anomaly_detection_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,,,0,11784,718,11066,0.939,0,0,2,,2033
weather_01_c,orchestrator,1,weather,weather_explains_1001,weather_context_agent,anomaly_detection_agent|weather_context_agent,weather_context_agent,anomaly_detection_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,,,0,15020,764,14256,0.949,0,0,2,,2000
weather_02,orchestrator,0,weather,weather_1002,weather_context_agent,customer_lookup_agent|weather_context_agent,weather_context_agent,customer_lookup_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,,,0,12673,800,11873,0.937,0,0,2,,1063
weather_02,orchestrator,1,weather,weather_1002,weather_context_agent,customer_lookup_agent|weather_context_agent,weather_context_agent,customer_lookup_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,,,0,12196,2825,9371,0.768,0,0,2,,1108
solar_01_a,orchestrator,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent|weather_context_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,0.5,0.5,4,39561,26399,13162,0.333,0,0,2,,1564
solar_01_a,orchestrator,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent|weather_context_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,0.5,0.5,2,10651,752,9899,0.929,0,0,2,,1835
solar_01_b,orchestrator,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent|weather_context_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent|weather_context_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,4.5,5,4,5,4,True,1.0,0.0,2,9272,683,8589,0.926,0,0,2,,1646
solar_01_b,orchestrator,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent|weather_context_agent|billing_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent|weather_context_agent|billing_agent,0.333,1.0,0.5,0.625,1.0,0.769,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,3,16708,2531,14177,0.849,0,0,3,,2029
solar_01_c,orchestrator,0,solar,solar_underperf_1001,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,2,10060,390,9670,0.961,0,0,1,,913
solar_01_c,orchestrator,1,solar,solar_underperf_1001,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,0.5,0.5,2,6684,330,6354,0.951,0,0,1,,850
solar_02,orchestrator,0,solar,solar_1002,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,0.0,1.0,4,5973,399,5574,0.933,0,0,1,,992
solar_02,orchestrator,1,solar,solar_1002,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,solar_performance_credit_loss_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,0.0,1.0,5,7786,341,7445,0.956,0,0,1,,1249
payment_01_a,orchestrator,0,payment_risk,hardship_1002,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,0.75,0.25,4,34905,23707,11198,0.321,0,0,2,,1689
payment_01_a,orchestrator,1,payment_risk,hardship_1002,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,0.5,0.5,2,15913,522,15391,0.967,0,0,2,,2019
payment_01_b,orchestrator,0,payment_risk,hardship_1002,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,0.75,0.25,4,14844,516,14328,0.965,0,0,2,,2064
payment_01_b,orchestrator,1,payment_risk,hardship_1002,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,0.75,0.25,4,11851,685,11166,0.942,0,0,2,,2194
payment_01_c,orchestrator,0,payment_risk,hardship_1002,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,0.75,0.25,4,12918,512,12406,0.96,0,0,2,,2038
payment_01_c,orchestrator,1,payment_risk,hardship_1002,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,payment_risk_hardship_agent,customer_lookup_agent|payment_risk_hardship_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,0.75,0.25,4,13814,738,13076,0.947,0,0,2,,2250
payment_02,orchestrator,0,payment_risk,program_1002,program_enrollment_simulation_agent,customer_lookup_agent|program_enrollment_simulation_agent,program_enrollment_simulation_agent,customer_lookup_agent|program_enrollment_simulation_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,11,35761,23970,11791,0.33,0,0,2,,2003
payment_02,orchestrator,1,payment_risk,program_1002,program_enrollment_simulation_agent,customer_lookup_agent|program_enrollment_simulation_agent,program_enrollment_simulation_agent,customer_lookup_agent|program_enrollment_simulation_agent,0.5,1.0,0.667,0.769,1.0,0.87,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,13,13251,640,12611,0.952,0,0,2,,2252
multihop_01,orchestrator,0,billing,multihop_full_1001,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,customer_lookup_agent|billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1,5.0,5,5,5,5,True,0.842,0.158,19,75340,52426,22914,0.304,0,0,4,,2785
multihop_01,orchestrator,1,billing,multihop_full_1001,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,customer_lookup_agent|billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,billing_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1,5.0,5,5,5,5,True,0.636,0.364,11,24251,3737,20514,0.846,0,0,4,,2625
multihop_02,orchestrator,0,outage,outage_credit_1002,outage_detection_agent|billing_agent,outage_detection_agent|billing_agent,outage_detection_agent|billing_agent,outage_detection_agent|billing_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,3,12758,2508,10250,0.803,0,0,2,,1224
multihop_02,orchestrator,1,outage,outage_credit_1002,outage_detection_agent|billing_agent,outage_detection_agent|billing_agent,outage_detection_agent|billing_agent,outage_detection_agent|billing_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,4,13687,1678,12009,0.877,0,0,2,,1112
multihop_03,orchestrator,0,weather,weather_anomaly_1001,anomaly_detection_agent|weather_context_agent,anomaly_detection_agent|weather_context_agent,anomaly_detection_agent|weather_context_agent,anomaly_detection_agent|weather_context_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,,,0,11980,870,11110,0.927,0,0,2,,2131
multihop_03,orchestrator,1,weather,weather_anomaly_1001,anomaly_detection_agent|weather_context_agent,anomaly_detection_agent|weather_context_agent,anomaly_detection_agent|weather_context_agent,anomaly_detection_agent|weather_context_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,,,0,10845,670,10175,0.938,0,0,2,,1938
multihop_04,orchestrator,0,payment_risk,shock_risk_1002,bill_shock_forecast_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|payment_risk_hardship_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1,5.0,5,5,5,5,True,0.8,0.2,5,28209,18910,9299,0.33,0,0,2,,1376
multihop_04,orchestrator,1,payment_risk,shock_risk_1002,bill_shock_forecast_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|payment_risk_hardship_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,0.833,0.167,6,9907,569,9338,0.943,0,0,2,,1574
multihop_05,orchestrator,0,billing,lookup_billing_1001,customer_lookup_agent|billing_agent,billing_agent,customer_lookup_agent|billing_agent,billing_agent,1.0,0.5,0.667,1.0,0.5,0.667,0.5,1.0,1,5.0,5,5,5,5,True,0.895,0.105,19,10416,2219,8197,0.787,0,0,1,,1637
multihop_05,orchestrator,1,billing,lookup_billing_1001,customer_lookup_agent|billing_agent,billing_agent,customer_lookup_agent|billing_agent,billing_agent,1.0,0.5,0.667,1.0,0.5,0.667,0.5,1.0,1,5.0,5,5,5,5,True,0.938,0.062,16,10787,2866,7921,0.734,0,0,1,,1769
multihop_06,orchestrator,0,payment_risk,outage_risk_1002,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,outage_detection_agent|billing_agent|payment_risk_hardship_agent,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,outage_detection_agent|billing_agent|payment_risk_hardship_agent,0.667,0.667,0.667,0.87,0.87,0.87,0.667,1.0,1,5.0,5,5,5,5,True,0.7,0.3,10,14338,2800,11538,0.805,0,0,3,,2353
multihop_06,orchestrator,1,payment_risk,outage_risk_1002,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,outage_detection_agent|payment_risk_hardship_agent|billing_agent,outage_detection_agent|bill_shock_forecast_agent|payment_risk_hardship_agent,outage_detection_agent|payment_risk_hardship_agent|billing_agent,0.667,0.667,0.667,0.87,0.87,0.87,0.667,1.0,1,5.0,5,5,5,5,True,0.75,0.25,8,14684,3053,11631,0.792,0,0,3,,1871
multihop_07,orchestrator,0,solar,weather_solar_billing_1001,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,solar_performance_credit_loss_agent|weather_context_agent|billing_agent,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,solar_performance_credit_loss_agent|weather_context_agent|billing_agent,1.0,1.0,1.0,1.0,1.0,1.0,0.667,1.0,1,5.0,5,5,5,5,True,0.7,0.3,10,44524,29249,15275,0.343,0,0,3,,2508
multihop_07,orchestrator,1,solar,weather_solar_billing_1001,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,solar_performance_credit_loss_agent|weather_context_agent|billing_agent,weather_context_agent|solar_performance_credit_loss_agent|billing_agent,solar_performance_credit_loss_agent|weather_context_agent|billing_agent,1.0,1.0,1.0,1.0,1.0,1.0,0.667,1.0,1,5.0,5,5,5,5,True,0.615,0.385,13,17688,3878,13810,0.781,0,0,3,,2314
multihop_08,orchestrator,0,anomaly,lookup_anomaly_program_1002,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,customer_lookup_agent|anomaly_detection_agent|billing_agent|program_enrollment_simulation_agent,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,customer_lookup_agent|anomaly_detection_agent|billing_agent|program_enrollment_simulation_agent,0.75,1.0,0.857,0.909,1.0,0.952,1.0,1.0,1,5.0,5,5,5,5,True,0.762,0.238,21,65279,47115,18164,0.278,0,0,4,,3088
multihop_08,orchestrator,1,anomaly,lookup_anomaly_program_1002,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,customer_lookup_agent|anomaly_detection_agent|program_enrollment_simulation_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,14,14452,964,13488,0.933,0,0,3,,2140
multihop_09,orchestrator,0,payment_risk,forecast_program_risk_1002,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.667,1,5.0,5,5,5,5,True,0.889,0.111,18,20036,1082,18954,0.946,0,0,3,,2807
multihop_09,orchestrator,1,payment_risk,forecast_program_risk_1002,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,bill_shock_forecast_agent|program_enrollment_simulation_agent|payment_risk_hardship_agent,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.667,0,5.0,5,5,5,5,True,0.882,0.118,17,20615,1093,19522,0.947,0,0,3,,3130
multihop_10,orchestrator,0,billing,full_investigation_1001,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,customer_lookup_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,customer_lookup_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,0.8,1.0,0.889,0.864,1.0,0.927,1.0,1.0,1,5.0,5,5,5,5,True,0.818,0.182,22,18242,5346,12896,0.707,0,0,5,,2590
multihop_10,orchestrator,1,billing,full_investigation_1001,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,customer_lookup_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,customer_lookup_agent|anomaly_detection_agent|weather_context_agent|outage_detection_agent|billing_agent,0.8,1.0,0.889,0.864,1.0,0.927,1.0,1.0,1,5.0,5,5,5,5,True,0.75,0.25,24,22058,4461,17597,0.798,0,0,5,,3003
billing_01_a,rag,0,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.857,0.143,21,8150,0,8150,1.0,0,2898,,,1215
billing_01_a,rag,1,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.842,0.158,19,4246,0,4246,1.0,0,2880,,,1186
billing_01_b,rag,0,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.857,0.143,14,6635,0,6635,1.0,0,3087,,,909
billing_01_b,rag,1,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.933,0.067,15,6943,0,6943,1.0,0,3094,,,999
billing_01_c,rag,0,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.842,0.158,19,4692,0,4692,1.0,0,2895,,,1111
billing_01_c,rag,1,billing,high_bill_july_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.842,0.158,19,4148,0,4148,1.0,0,2878,,,1043
billing_02,rag,0,billing,line_items_1002,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,2.0,5,1,1,1,False,,,0,2783,0,2783,1.0,0,2297,,,339
billing_02,rag,1,billing,line_items_1002,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,2.0,5,1,1,1,False,,,0,2538,0,2538,1.0,0,2303,,,365
billing_03,rag,0,billing,dispute_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,2,3044,0,3044,1.0,0,2595,,,350
billing_03,rag,1,billing,dispute_1001,billing_agent,,billing_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,2,3130,0,3130,1.0,0,2603,,,399
anomaly_01_a,rag,0,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.833,0.167,6,2581,0,2581,1.0,0,2462,,,533
anomaly_01_a,rag,1,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,0.857,0.143,7,2701,0,2701,1.0,0,2470,,,497
anomaly_01_b,rag,0,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,4.75,5,5,5,4,True,0.0,1.0,2,2891,0,2891,1.0,0,588,,,425
anomaly_01_b,rag,1,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,5.0,5,5,5,5,True,0.0,1.0,6,6740,0,6740,1.0,0,665,,,634
anomaly_01_c,rag,0,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,5.0,5,5,5,5,True,0.0,1.0,8,3464,0,3464,1.0,0,693,,,670
anomaly_01_c,rag,1,anomaly,spikes_1001_july,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,5.0,5,5,5,5,True,0.0,1.0,4,3218,0,3218,1.0,0,592,,,376
anomaly_02,rag,0,anomaly,anomaly_1002,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3.25,5,2,4,2,False,0.25,0.75,4,2727,0,2727,1.0,0,1104,,,822
anomaly_02,rag,1,anomaly,anomaly_1002,anomaly_detection_agent,,anomaly_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,3.5,5,3,4,2,False,0.5,0.5,4,3228,0,3228,1.0,0,1137,,,996
outage_01_a,rag,0,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,1,2631,0,2631,1.0,0,955,,,280
outage_01_a,rag,1,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,5,5,5,5,True,1.0,0.0,1,2755,0,2755,1.0,0,995,,,403
outage_01_b,rag,0,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,3.75,5,3,4,3,False,0.0,1.0,2,3242,0,3242,1.0,0,668,,,547
outage_01_b,rag,1,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1,4.25,5,4,5,3,True,0.0,1.0,2,2359,0,2359,1.0,0,634,,,376
outage_01_c,rag,0,outage,outage_1002_july,outage_detection_agent,,outage_detection_agent,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0,2.5,5,2,1,2,False,,,0,2058,0,2058,1.0,0,951,,,345
